name,published_at,status,url,validity,valid_from,valid_to,epoch_valid_from,epoch_valid_to,recently_added,address,latitude,longitude
Grundschule Gröditz,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Groeditz.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Schulstraße 10, 01609 Gröditz, Deutschland",51.4154349,13.4481401
Johannesschule Meißen,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Johannesschule_Meissen.pdf,13.12.2021 bis 16.12.2021,2021-12-13 00:00:00,2021-12-16 00:00:00,1639353600,1639612800.0,False,"Dresdner Str. 21, 01662 Meißen, Deutschland",51.15868620000001,13.4845946
Pestalozzi-Oberschule Meißen,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Pesta_OS_Meissen.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Pestalozzistraße 3, 01662 Meißen, Deutschland",51.16782,13.48447
Oberschule „Am Merzdorfer Park“ Riesa,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_OS_Riesa.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Merzdorfer Str. 48, 01591 Riesa, Deutschland",51.3167587,13.2564061
Grundschule Käbschütztal,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Kaebschuetztal.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Kirchgasse 4C, 01665 Käbschütztal, Deutschland",51.1207475,13.3782797
Oberschule Radebeul-Mitte in Radebeul,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_OS_Radebeul_Mitte.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Wasastraße 21, 01445 Radebeul, Deutschland",51.1000911,13.6662143
Grundschule Reichenberg in Moritzburg,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_GS_Reichenberg.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"OT, August-Bebel-Straße 65, 01468 Moritzburg, Deutschland",51.129934,13.6798954
Oberschule „Am Merzdorfer Park“ Riesa,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_OS_Am_Merzdorfer_Park_Riesa.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Merzdorfer Str. 48, 01591 Riesa, Deutschland",51.3167587,13.2564061
"Gymnasium ""Geschwister Scholl"" Nossen",2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Scholl_GY_Nossen.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Seminarweg 4, 01683 Nossen, Deutschland",51.05760919999999,13.309009
Grundschule Kötzschenbroda in Radebeul,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_GS_Koetzschenbroda.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Harmoniestraße 7, 01445 Radebeul, Deutschland",51.1061685,13.6326326
Grundschule Radeburg,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_GS_Radeburg.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Meißner Berg 80, 01471 Radeburg, Deutschland",51.21412,13.71696
Berufliches Schulzentrum für Technik und Wirtschaft Riesa,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_BSZ_Riesa.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Paul-Greifzu-Straße 51, 01591 Riesa, Deutschland",51.3155545,13.2693007
Grundschule Oberlößnitz in Radebeul,2021-12-06,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Grundschule_Oberloessnitz.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Augustusweg 42, 01445 Radebeul, Deutschland",51.1085241,13.6730254
Johannesschule Meißen,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Johannesschule_Meissen.pdf,07.12.2021 bis 12.12.2021,2021-12-07 00:00:00,2021-12-12 00:00:00,1638835200,1639267200.0,False,"Dresdner Str. 21, 01662 Meißen, Deutschland",51.15868620000001,13.4845946
Grundschule Weinböhla,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Weinboehla.pdf,07.12.2021 bis 12.12.2021,2021-12-07 00:00:00,2021-12-12 00:00:00,1638835200,1639267200.0,False,"Köhlerstraße 32, 01689 Weinböhla, Deutschland",51.1506609,13.5700035
Grundschule „Friedrich Schiller“ in Radebeul,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_GS_Friedrich_Schiller.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Hauptstraße 10, 01445 Radebeul, Deutschland",51.100226,13.6783256
Grundschule Moritzburg,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Moritzburg.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Schulstraße 3, 01468 Moritzburg, Deutschland",51.1578946,13.6778556
Afra-Grundschule Meißen,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Afra_GS_Meissen.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Leipziger Str. 65, 01662 Meißen, Deutschland",51.170033,13.4669999
3. Grundschule Riesa,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_3_GS_Riesa.pdf,07.12.2021 bis 16.12.2021,2021-12-07 00:00:00,2021-12-16 00:00:00,1638835200,1639612800.0,False,"Magdeburger Str. 5, 01587 Riesa, Deutschland",51.30451,13.25744
Friedrich-Ludwig-Jahn-Grundschule Ponickau in Thiendorf,2021-12-06,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Friedrich_Ludwig_Jahn_Grundschule.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Ortrander Str. 23, 01561 Thiendorf, Deutschland",51.344399,13.7689758
Förderzentrum mit dem Förderschwerpunkt emotionale und soziale Entwicklung Priestewitz in Priestewitz,2021-12-03,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_FZ_Priestewitz.pdf,06.12.2021 bis 10.12.2021,2021-12-06 00:00:00,2021-12-10 00:00:00,1638748800,1639094400.0,False,"Strießener Str. 3, 01561 Priestewitz, Deutschland",51.2550202,13.5074838
Grundschule Friedrich Schiller in Radebeul,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GS_Friedrich_Schiller.pdf,04.12.2021 bis 08.12.2021,2021-12-04 00:00:00,2021-12-08 00:00:00,1638576000,1638921600.0,False,"Hauptstraße 10, 01445 Radebeul, Deutschland",51.100226,13.6783256
Sächsisches Landesgymnasium Sankt Afra zu Meißen in Meißen,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Saechs_Landesgymnasium_St_Afra_Meissen.pdf,06.12.2021 bis 10.12.2021,2021-12-06 00:00:00,2021-12-10 00:00:00,1638748800,1639094400.0,False,"Freiheit 13, 01662 Meißen, Deutschland",51.1637552,13.4680092
4. Grundschule Riesa in Riesa,2021-12-02,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_4_Grundschule_Riesa.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Rudolf-Breitscheid-Straße 27, 01587 Riesa, Deutschland",51.3045268,13.2937173
Grundschule Brockwitz in Coswig,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Grundschule_Brockwitz_Widerruf.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Dresdner Str. 170, 01640 Coswig, Deutschland",51.12979,13.55048
Grundschule Mitte Coswig in Coswig,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Mitte_Coswig.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Radebeuler Str. 10, 01640 Coswig, Deutschland",51.1283736,13.588316
Grundschule Moritzburg in Moritzburg,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Moritzburg.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Schulstraße 3, 01468 Moritzburg, Deutschland",51.1578946,13.6778556
Gymnasium Luisenstift Radebeul in Radebeul,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_GY_Luisenstift.pdf,02.12.2021 bis 15.12.2021,2021-12-02 00:00:00,2021-12-15 00:00:00,1638403200,1639526400.0,False,"Str. d. Jugend 3, 01445 Radebeul, Deutschland",51.1119899,13.6550769
"Gymnasium ""Geschwister Scholl"" Nossen in Nossen",2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_Geschw_Scholl_GY_Nossen.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Seminarweg 4, 01683 Nossen, Deutschland",51.05760919999999,13.309009
Grundschule Naustadt in Klipphausen,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Naustadt.pdf,30.11.2021 bis 08.12.2021,2021-11-30 00:00:00,2021-12-08 00:00:00,1638230400,1638921600.0,False,"Pinnenweg 8, 01665 Klipphausen, Deutschland",51.11705000000001,13.51484
Gymnasium Franziskaneum Meißen in Meißen,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Gymnasium_Franziskaneum_Meissen.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Kändlerstraße 1, 01662 Meißen, Deutschland",51.164988,13.4812017
Gymnasium „Luisenstift“ in Radebeul,2021-11-26,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_26_GYLuisenstift.pdf,29.11.2021 bis 09.12.2021,2021-11-29 00:00:00,2021-12-09 00:00:00,1638144000,1639008000.0,False,"Str. d. Jugend 3, 01445 Radebeul, Deutschland",51.1119899,13.6550769
Triebischtalschule - 1. Oberschule Meißen in Meißen,2021-11-25,befristete Beschulung im Wechselmodell,https://www.smk.sachsen.de/ppdf/2021_11_25_OS_Triebischtal.pdf,29.11.2021 bis 10.12.2021,2021-11-29 00:00:00,2021-12-10 00:00:00,1638144000,1639094400.0,False,"Wettinstraße 19, 01662 Meißen, Deutschland",51.1534856,13.4629415
Oberschule Lommatzscher Pflege in Lommatzsch,2021-11-23,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_23_OS_Lommatzsch.pdf,25.11.2021 bis 08.12.2021,2021-11-25 00:00:00,2021-12-08 00:00:00,1637798400,1638921600.0,False,"Domselwitzer Str. 21, 01623 Lommatzsch, Deutschland",51.19884829999999,13.3114121
Seeber-Grundschule in Niederwiesa,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Seeber_GS_Niederwiesa.pdf,13.12.2021 bis 17.12.2021,2021-12-13 00:00:00,2021-12-17 00:00:00,1639353600,1639699200.0,True,"Mühlenstraße 21, 09577 Niederwiesa, Deutschland",50.867547,13.0192585
Förderzentrum Flöha mit den Förderschwerpunkten Lernen und Sprache in Flöha,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_FZ_Floeha.pdf,11.12.2021 bis 16.12.2021,2021-12-11 00:00:00,2021-12-16 00:00:00,1639180800,1639612800.0,True,"Schillerstraße 4, 09557 Flöha, Deutschland",50.8597678,13.0697578
Gymnasium Burgstädt,2021-12-10,Widerruf zur befristeten teilweisen Schließung,https://www.smk.sachsen.de/ppdf/2021_12_10_Widerruf_Gymnasium_Burgstaedt.pdf,12.12.2021,2021-12-12 00:00:00,2021-12-12 00:00:00,1639267200,1639267200.0,True,"Friedrich-Marschner-Straße 18, 09217 Burgstädt, Deutschland",50.91523,12.80802
Grundschule Hartmannsdorf,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GS_Hartmannsdorf.pdf,13.12.2021 bis 22.12.2021,2021-12-13 00:00:00,2021-12-22 00:00:00,1639353600,1640131200.0,True,"Schulstraße 1, 09232 Hartmannsdorf, Deutschland",50.8834495,12.8015488
Bernhard-von-Cotta-Gymnasium in Brand-Erbisdorf,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Bernhard_von_Cotta_Gymnasium.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"Haasenweg 2, 09618 Brand-Erbisdorf, Deutschland",50.86725,13.3308102
Samuel-von-Pufendorf-Gymnasium in Flöha,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Pufendorf_GY_Floeha.pdf,09.12.2021 bis 14.12.2021,2021-12-09 00:00:00,2021-12-14 00:00:00,1639008000,1639440000.0,False,"Turnerstraße 16, 09557 Flöha, Deutschland",50.8609318,13.061048
"Grundschule ""Gottfried Silbermann"" in Freiberg",2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Grundschule_Gottfried_Silbermann.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Am Mühlgraben 1, 09599 Freiberg, Deutschland",50.91942570000001,13.3457595
Grundschule „Am Holländer“ in Döbeln,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_GS_Am_Hollaender_Doebeln.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Bayerische Str. 10, 04720 Döbeln, Deutschland",51.1276813,13.1228821
Grundschule Claußnitz,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Claussnitz.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Am Anger 4, 09236 Claußnitz, Deutschland",50.936401,12.8840473
Grundschule „Friedrich Kaden“ Großschirma,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Grossschirma.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Hauptstraße 83 A, 09603 Großschirma, Deutschland",50.9654861,13.2827306
Oberschule Niederwiesa,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_OS_Niederwiesa.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Mühlenstraße 21, 09577 Niederwiesa, Deutschland",50.86786,13.02046
Grundschule Mohsdorf in Burgstädt,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_GS_Mohsdorf_Burgstaedt.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Dorfstraße 32, 09217 Burgstädt, Deutschland",50.93195,12.82595
Peter-Apian-Oberschule in Leisnig,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Peter_Apian_Oberschule_Leisnig.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"Franziskus-Nagler-Straße 3, 04703 Leisnig, Deutschland",51.1584431,12.9292627
Oberschule Waldheim,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_OS_Waldheim.pdf,08.12.2021 bis 10.12.2021,2021-12-08 00:00:00,2021-12-10 00:00:00,1638921600,1639094400.0,False,"Pestalozzistraße 2, 04736 Waldheim, Deutschland",51.07402,13.00955
Oberschule Niederwiesa,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_OS_Niederwiesa.pdf,08.12.2021 bis 14.12.2021,2021-12-08 00:00:00,2021-12-14 00:00:00,1638921600,1639440000.0,False,"Mühlenstraße 21, 09577 Niederwiesa, Deutschland",50.86786,13.02046
Oberschule Brand-Erbisdorf,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_OS_Brand_Erbisdorf.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"August-Bebel-Straße 28, 09618 Brand-Erbisdorf, Deutschland",50.8658387,13.3183654
Gymnasium Burgstädt,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_GY_Burgstaedt.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Friedrich-Marschner-Straße 18, 09217 Burgstädt, Deutschland",50.91523,12.80802
Oberschule Claußnitz,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_OS_Claussnitz.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Daniel-Gottlob-Türk-Straße 3, 09236 Claußnitz, Deutschland",50.93925,12.88399
Bernhard-von-Cotta-Gymnasium in Brand-Erbisdorf,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Bernhard_von_Cotta_GY.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"Haasenweg 2, 09618 Brand-Erbisdorf, Deutschland",50.86725,13.3308102
Regenbogen-Grundschule Rochlitz,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Regenbogen_Grundschule_Rochlitz.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Bismarckstraße 23, 09306 Rochlitz, Deutschland",51.04907,12.79714
Sigismund-Reschke-Grundschule in Leisnig,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_S_Reschke_GS_Leisnig.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Lindenpl. 4, 04703 Leisnig, Deutschland",51.1587887,12.9279686
Johann-Esche-Grundschule in Taura,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Johann_Esche_Grundschule.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Schulstraße 3, 09249 Taura, Deutschland",50.909293,12.8675553
Kunzemannschule Döbeln – Grundschule in Döbeln,2021-12-06,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Kunzemann_Doebeln.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Theodor-Kunzemann-Straße 9, 04720 Döbeln, Deutschland",51.1197159,13.1118066
Grundschule Oberschöna,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Oberschoena.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Dorfstraße 41, 09600 Oberschöna, Deutschland",50.89617,13.2550399
Förderzentrum Flöha in Flöha,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_FZ_Floeha.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Schillerstraße 4, 09557 Flöha, Deutschland",50.85982,13.06964
Gymnasium Burgstädt in Burgstädt,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GYM_Burgstaedt.pdf,06.12.2021 bis 10.12.2021,2021-12-06 00:00:00,2021-12-10 00:00:00,1638748800,1639094400.0,False,"Friedrich-Marschner-Straße 18, 09217 Burgstädt, Deutschland",50.91523,12.80802
Grundschule Grünlichtenberg in Kriebstein,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Grundschule_Gruenlichtenberg.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Mittlere Dorfstraße 7, 09648 Kriebstein, Deutschland",51.0416,13.0616
Kunzemannschule Döbeln in Döbeln,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Kunzemannschule_Doebeln.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Theodor-Kunzemann-Straße 9, 04720 Döbeln, Deutschland",51.1197159,13.1118066
Sigismund-Reschke-Grundschule Leisnig in Leisnig,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Leisnig.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Lindenpl. 4, 04703 Leisnig, Deutschland",51.1587887,12.9279686
Grundschule Claußnitz in Claußnitz,2021-12-01,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_GS_Claussnitz.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Am Anger 4, 09236 Claußnitz, Deutschland",50.936401,12.8840473
Johann-Gottlieb-Fichte-Schule – Oberschule in Mittweida,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_OS_Mittweida.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Schulstraße 6, 09648 Mittweida, Deutschland",50.9846474,12.9743262
Grundschule zur Grabentour in Reinsberg,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_GS_zur_Grabentour_Reinsberg.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Dittmannsdorfer Str. 9, 09629 Reinsberg, Deutschland",51.0269394,13.4014456
"Schule mit dem Förderschwerpunkt Lernen, Schloßbergschule Döbeln in Döbeln",2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_Schlossbergschule_Doebeln.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Schloßberg 2, 04720 Döbeln, Deutschland",51.1218,13.12571
Grundschule „Bernhard Hantzsch“ in Hartha,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_B_Hantzsch_GS_Hartha.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Friedrich-Schiller-Straße 21, 01737 Tharandt, Deutschland",50.9840613,13.5446109
"Schule mit dem Förderschwerpunkt Lernen ""Schule am Taurastein"" in Burgstädt",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_Schule_am_Taurastein.pdf,01.12.2021 bis 08.12.2021,2021-12-01 00:00:00,2021-12-08 00:00:00,1638316800,1638921600.0,False,"Mittweidaer Str. 7, 09217 Burgstädt, Deutschland",50.9177282,12.8168016
"Schule mit dem Förderschwerpunkt geistige Entwicklung ""Wilhelm Pfeffer"" in Rochlitz",2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_FS_Wilhelm_Pfeffer.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Dr.-Bernstein-Straße 1, 09306 Rochlitz, Deutschland",51.0566933,12.7845523
Schule mit dem Förderschwerpunkt geistige Entwicklung „Max Kästner“ in Frankenberg,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_AFSG_Frankenberg.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Parkstraße 12, 09669 Frankenberg/Sa., Deutschland",50.9109,13.03634
Grundschule Niederschöna in Halsbrücke,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Niederschoena.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Schulgasse 1, 09600 Halsbrücke, Deutschland",50.965484,13.4216364
Oberschule Brand-Erbisdorf in Brand-Erbisdorf,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Oberschule_Brand_Erbisdorf.pdf,30.11.2021 bis 08.12.2021,2021-11-30 00:00:00,2021-12-08 00:00:00,1638230400,1638921600.0,False,"August-Bebel-Straße 28, 09618 Brand-Erbisdorf, Deutschland",50.8658387,13.3183654
Oberschule Brand-Erbisdorf in Brand-Erbisdorf,2021-11-25,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_25_OS_Brand_Erbisdorf.pdf,26.11.2021 bis 08.12.2021,2021-11-26 00:00:00,2021-12-08 00:00:00,1637884800,1638921600.0,False,"August-Bebel-Straße 28, 09618 Brand-Erbisdorf, Deutschland",50.8658387,13.3183654
"Oberschule ""An der Mulde"" Rochlitz in Rochlitz",2021-11-25,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_25_OS_An_der_Mulde_Rochlitz.pdf,26.11.2021 bis 10.12.2021,2021-11-26 00:00:00,2021-12-10 00:00:00,1637884800,1639094400.0,False,"Schulberg 9, 09306 Rochlitz, Deutschland",51.0445078,12.8030708
